timestamp,temperature_c,minimum_temperature_c,maximum_temperature_c,relative_humidity_pct,city,source,measurement_type
1994-08-27T00:00:00+00:00,23.16,17.17,29.09,65.97,Illustrative City,HeatSafe synthetic generator,synthetic
1994-08-28T00:00:00+00:00,22.63,17.27,28.54,62.99,Illustrative City,HeatSafe synthetic generator,synthetic
1994-08-29T00:00:00+00:00,23.04,16.95,30.2,58.88,Illustrative City,HeatSafe synthetic generator,synthetic
1994-08-30T00:00:00+00:00,19.62,12.87,27.39,57.19,Illustrative City,HeatSafe synthetic generator,synthetic
1994-08-31T00:00:00+00:00,19.99,14.21,26.78,49.33,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-01T00:00:00+00:00,20.54,14.65,28.01,57.51,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-02T00:00:00+00:00,19.34,14.13,27.04,83.18,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-03T00:00:00+00:00,23.25,17.02,30.9,58.95,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-04T00:00:00+00:00,23.21,17.0,28.61,69.11,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-05T00:00:00+00:00,22.31,15.87,29.04,48.16,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-06T00:00:00+00:00,20.61,15.13,27.76,45.0,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-07T00:00:00+00:00,21.53,16.47,27.76,66.67,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-08T00:00:00+00:00,16.11,10.66,22.19,58.04,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-09T00:00:00+00:00,20.49,14.85,26.65,51.41,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-10T00:00:00+00:00,21.16,14.28,28.43,51.12,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-11T00:00:00+00:00,18.46,12.71,25.41,41.13,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-12T00:00:00+00:00,21.72,15.93,26.75,52.78,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-13T00:00:00+00:00,20.32,14.45,27.21,59.83,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-14T00:00:00+00:00,21.39,16.17,29.21,60.99,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-15T00:00:00+00:00,20.39,14.14,25.4,65.42,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-16T00:00:00+00:00,16.74,10.25,22.25,49.62,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-17T00:00:00+00:00,18.26,12.36,24.51,68.1,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-18T00:00:00+00:00,15.71,9.02,21.8,63.97,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-19T00:00:00+00:00,18.22,11.76,25.84,73.74,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-20T00:00:00+00:00,18.28,11.59,25.47,57.58,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-21T00:00:00+00:00,17.96,12.59,25.34,69.84,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-22T00:00:00+00:00,18.47,12.82,25.24,60.49,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-23T00:00:00+00:00,16.05,10.41,23.72,53.43,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-24T00:00:00+00:00,15.99,9.01,21.26,61.39,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-25T00:00:00+00:00,15.57,8.92,21.7,59.49,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-26T00:00:00+00:00,17.56,11.76,24.94,59.35,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-27T00:00:00+00:00,17.53,11.43,24.3,70.96,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-28T00:00:00+00:00,16.5,10.36,23.17,71.61,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-29T00:00:00+00:00,17.65,11.26,25.39,60.09,Illustrative City,HeatSafe synthetic generator,synthetic
1994-09-30T00:00:00+00:00,18.04,11.66,24.11,71.78,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-01T00:00:00+00:00,15.27,8.45,20.3,61.72,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-02T00:00:00+00:00,15.56,10.13,21.49,58.06,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-03T00:00:00+00:00,18.78,13.7,26.67,61.82,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-04T00:00:00+00:00,15.31,9.01,22.64,64.6,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-05T00:00:00+00:00,13.34,7.31,18.43,57.35,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-06T00:00:00+00:00,16.04,9.65,21.17,70.13,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-07T00:00:00+00:00,14.13,8.5,19.92,63.93,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-08T00:00:00+00:00,14.83,8.66,21.16,63.44,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-09T00:00:00+00:00,13.39,7.09,20.65,52.33,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-10T00:00:00+00:00,15.05,9.81,20.5,65.06,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-11T00:00:00+00:00,16.85,10.78,24.02,76.53,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-12T00:00:00+00:00,12.43,5.99,17.69,62.01,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-13T00:00:00+00:00,13.12,6.25,19.96,57.95,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-14T00:00:00+00:00,11.37,6.09,19.01,66.43,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-15T00:00:00+00:00,15.82,8.98,22.41,53.63,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-16T00:00:00+00:00,13.99,7.04,20.19,58.66,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-17T00:00:00+00:00,15.0,8.49,20.95,70.56,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-18T00:00:00+00:00,12.01,5.52,19.46,60.84,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-19T00:00:00+00:00,11.86,5.98,16.89,51.78,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-20T00:00:00+00:00,12.02,5.62,18.97,61.33,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-21T00:00:00+00:00,15.86,10.09,21.22,73.62,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-22T00:00:00+00:00,12.27,5.94,19.96,68.42,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-23T00:00:00+00:00,14.51,9.08,22.26,53.84,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-24T00:00:00+00:00,12.33,5.96,17.66,69.61,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-25T00:00:00+00:00,10.87,5.79,18.35,72.55,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-26T00:00:00+00:00,13.06,6.39,18.09,70.97,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-27T00:00:00+00:00,13.39,7.53,19.79,69.85,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-28T00:00:00+00:00,9.96,4.26,16.23,74.94,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-29T00:00:00+00:00,16.13,9.35,21.3,57.6,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-30T00:00:00+00:00,11.98,4.98,17.13,61.4,Illustrative City,HeatSafe synthetic generator,synthetic
1994-10-31T00:00:00+00:00,7.97,1.03,13.83,61.44,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-01T00:00:00+00:00,10.84,4.23,17.34,70.87,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-02T00:00:00+00:00,11.7,4.74,18.57,75.51,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-03T00:00:00+00:00,11.59,5.35,16.82,51.26,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-04T00:00:00+00:00,12.59,6.73,19.88,51.98,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-05T00:00:00+00:00,11.21,5.89,17.02,57.85,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-06T00:00:00+00:00,10.27,4.64,17.07,53.75,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-07T00:00:00+00:00,7.86,2.13,13.18,68.5,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-08T00:00:00+00:00,11.08,4.25,17.13,67.03,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-09T00:00:00+00:00,9.04,3.53,16.4,65.88,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-10T00:00:00+00:00,11.34,5.24,16.6,88.39,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-11T00:00:00+00:00,8.15,2.64,15.38,69.23,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-12T00:00:00+00:00,9.69,2.91,16.53,60.32,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-13T00:00:00+00:00,9.43,3.18,14.98,55.59,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-14T00:00:00+00:00,8.28,2.24,14.69,62.0,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-15T00:00:00+00:00,8.09,2.21,15.62,79.5,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-16T00:00:00+00:00,9.63,3.14,15.89,70.84,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-17T00:00:00+00:00,6.98,0.07,12.29,74.81,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-18T00:00:00+00:00,7.72,1.85,14.57,55.96,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-19T00:00:00+00:00,9.56,2.69,15.95,59.98,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-20T00:00:00+00:00,11.1,5.83,17.16,65.43,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-21T00:00:00+00:00,7.73,1.56,14.33,62.95,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-22T00:00:00+00:00,9.47,4.26,15.33,66.29,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-23T00:00:00+00:00,7.32,1.91,12.98,66.73,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-24T00:00:00+00:00,8.21,1.97,15.66,54.05,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-25T00:00:00+00:00,7.73,2.6,15.56,71.07,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-26T00:00:00+00:00,6.54,0.17,13.28,70.7,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-27T00:00:00+00:00,7.2,0.54,13.92,61.81,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-28T00:00:00+00:00,8.86,2.62,16.85,67.7,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-29T00:00:00+00:00,7.25,2.17,14.09,68.45,Illustrative City,HeatSafe synthetic generator,synthetic
1994-11-30T00:00:00+00:00,8.64,3.03,16.4,63.84,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-01T00:00:00+00:00,6.97,1.69,13.12,85.54,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-02T00:00:00+00:00,8.03,1.25,15.92,64.49,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-03T00:00:00+00:00,8.71,2.02,14.11,79.06,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-04T00:00:00+00:00,5.35,-0.62,12.44,73.5,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-05T00:00:00+00:00,9.67,4.31,16.2,76.18,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-06T00:00:00+00:00,6.65,-0.11,12.31,85.62,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-07T00:00:00+00:00,6.72,0.92,11.95,68.29,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-08T00:00:00+00:00,8.17,2.04,15.09,70.57,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-09T00:00:00+00:00,5.89,0.57,12.23,66.67,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-10T00:00:00+00:00,9.44,3.41,14.47,67.05,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-11T00:00:00+00:00,6.38,0.4,11.55,77.24,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-12T00:00:00+00:00,8.98,2.3,15.66,57.5,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-13T00:00:00+00:00,5.64,-0.8,12.52,72.14,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-14T00:00:00+00:00,7.27,2.01,14.72,63.91,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-15T00:00:00+00:00,6.46,0.99,12.63,60.16,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-16T00:00:00+00:00,6.46,0.55,11.9,85.44,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-17T00:00:00+00:00,5.71,0.54,12.69,70.47,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-18T00:00:00+00:00,6.48,1.13,13.75,61.57,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-19T00:00:00+00:00,6.69,1.65,13.39,65.92,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-20T00:00:00+00:00,6.5,1.15,14.37,63.03,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-21T00:00:00+00:00,5.94,-0.6,11.69,80.08,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-22T00:00:00+00:00,10.3,3.85,17.83,62.54,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-23T00:00:00+00:00,9.45,3.62,15.98,67.85,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-24T00:00:00+00:00,7.47,2.14,14.03,69.25,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-25T00:00:00+00:00,7.46,2.02,14.72,78.64,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-26T00:00:00+00:00,6.38,-0.37,13.81,65.28,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-27T00:00:00+00:00,7.17,0.96,14.1,79.97,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-28T00:00:00+00:00,6.16,-0.2,12.57,81.08,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-29T00:00:00+00:00,6.11,0.1,11.35,80.83,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-30T00:00:00+00:00,7.77,1.1,14.94,73.23,Illustrative City,HeatSafe synthetic generator,synthetic
1994-12-31T00:00:00+00:00,3.62,-3.24,10.53,67.72,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-01T00:00:00+00:00,6.71,1.11,11.85,80.23,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-02T00:00:00+00:00,4.74,-1.36,11.4,64.71,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-03T00:00:00+00:00,7.52,1.11,12.63,67.99,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-04T00:00:00+00:00,5.11,-0.33,11.72,63.1,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-05T00:00:00+00:00,5.99,-0.09,13.01,79.39,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-06T00:00:00+00:00,6.51,-0.48,11.7,76.27,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-07T00:00:00+00:00,6.99,0.01,12.1,70.04,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-08T00:00:00+00:00,7.84,1.17,13.2,89.16,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-09T00:00:00+00:00,6.39,0.88,13.48,77.37,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-10T00:00:00+00:00,2.29,-3.97,9.67,78.01,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-11T00:00:00+00:00,6.59,0.04,12.29,79.65,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-12T00:00:00+00:00,3.7,-1.98,10.44,70.36,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-13T00:00:00+00:00,5.93,-0.34,12.51,64.43,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-14T00:00:00+00:00,7.26,0.48,14.51,83.27,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-15T00:00:00+00:00,6.48,0.07,11.78,68.11,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-16T00:00:00+00:00,4.81,-1.75,11.0,78.51,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-17T00:00:00+00:00,6.59,0.55,14.16,78.34,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-18T00:00:00+00:00,6.9,1.15,12.64,77.43,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-19T00:00:00+00:00,3.75,-2.78,11.47,69.71,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-20T00:00:00+00:00,7.84,0.85,15.64,78.84,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-21T00:00:00+00:00,8.56,2.61,14.92,64.28,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-22T00:00:00+00:00,7.3,1.68,12.84,81.03,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-23T00:00:00+00:00,7.5,2.38,14.99,64.37,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-24T00:00:00+00:00,8.08,2.22,13.35,72.13,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-25T00:00:00+00:00,9.45,2.71,16.8,74.89,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-26T00:00:00+00:00,6.58,0.09,11.84,74.81,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-27T00:00:00+00:00,10.04,4.29,15.43,65.05,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-28T00:00:00+00:00,7.52,0.8,12.79,81.38,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-29T00:00:00+00:00,8.11,1.11,15.01,75.2,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-30T00:00:00+00:00,7.33,1.01,13.11,65.94,Illustrative City,HeatSafe synthetic generator,synthetic
1995-01-31T00:00:00+00:00,9.41,3.26,15.18,78.36,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-01T00:00:00+00:00,7.19,1.36,14.38,68.36,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-02T00:00:00+00:00,7.75,1.68,14.85,73.7,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-03T00:00:00+00:00,8.63,3.27,14.17,69.49,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-04T00:00:00+00:00,8.55,1.99,14.05,77.0,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-05T00:00:00+00:00,7.11,1.02,13.82,58.58,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-06T00:00:00+00:00,7.7,0.86,13.17,72.38,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-07T00:00:00+00:00,10.36,3.74,16.25,66.85,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-08T00:00:00+00:00,8.94,2.75,16.3,82.63,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-09T00:00:00+00:00,10.85,5.74,16.81,70.42,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-10T00:00:00+00:00,10.77,4.73,16.08,82.56,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-11T00:00:00+00:00,8.39,1.68,14.64,59.75,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-12T00:00:00+00:00,9.59,3.9,16.82,74.77,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-13T00:00:00+00:00,9.16,4.15,15.14,63.4,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-14T00:00:00+00:00,6.85,1.33,11.88,68.44,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-15T00:00:00+00:00,6.28,0.55,11.75,56.23,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-16T00:00:00+00:00,8.0,1.73,14.69,71.52,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-17T00:00:00+00:00,10.32,4.95,17.49,71.93,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-18T00:00:00+00:00,9.32,3.36,15.94,82.28,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-19T00:00:00+00:00,9.92,4.04,15.34,71.46,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-20T00:00:00+00:00,10.03,4.14,17.21,69.95,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-21T00:00:00+00:00,8.67,2.78,15.63,58.96,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-22T00:00:00+00:00,7.98,2.78,14.53,54.05,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-23T00:00:00+00:00,11.71,5.11,19.33,65.16,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-24T00:00:00+00:00,9.36,3.16,16.6,71.18,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-25T00:00:00+00:00,11.54,6.49,19.42,77.23,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-26T00:00:00+00:00,12.95,6.12,18.11,81.07,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-27T00:00:00+00:00,13.35,7.59,20.45,66.61,Illustrative City,HeatSafe synthetic generator,synthetic
1995-02-28T00:00:00+00:00,13.12,7.42,18.64,57.64,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-01T00:00:00+00:00,10.43,5.18,15.6,54.46,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-02T00:00:00+00:00,15.97,9.94,23.44,62.48,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-03T00:00:00+00:00,12.71,6.45,18.43,52.25,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-04T00:00:00+00:00,14.45,8.02,20.4,76.91,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-05T00:00:00+00:00,10.57,4.39,17.81,65.2,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-06T00:00:00+00:00,12.43,6.52,17.59,64.87,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-07T00:00:00+00:00,11.63,5.96,19.24,56.2,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-08T00:00:00+00:00,14.18,8.27,19.21,77.43,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-09T00:00:00+00:00,11.29,5.68,17.79,70.36,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-10T00:00:00+00:00,8.64,3.62,15.52,63.91,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-11T00:00:00+00:00,11.13,4.15,18.55,72.64,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-12T00:00:00+00:00,9.76,4.21,17.37,73.59,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-13T00:00:00+00:00,15.99,9.0,23.77,56.96,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-14T00:00:00+00:00,11.72,5.55,19.65,68.76,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-15T00:00:00+00:00,12.33,5.54,19.5,80.28,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-16T00:00:00+00:00,13.21,7.92,19.69,68.14,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-17T00:00:00+00:00,11.89,5.88,19.59,60.62,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-18T00:00:00+00:00,13.03,6.32,19.17,52.82,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-19T00:00:00+00:00,15.09,9.07,20.57,52.83,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-20T00:00:00+00:00,15.14,8.58,21.93,55.35,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-21T00:00:00+00:00,13.04,7.12,19.49,69.33,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-22T00:00:00+00:00,15.92,9.39,21.14,57.89,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-23T00:00:00+00:00,17.38,12.28,25.03,75.98,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-24T00:00:00+00:00,14.23,8.93,21.22,53.88,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-25T00:00:00+00:00,15.87,9.33,21.31,79.77,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-26T00:00:00+00:00,17.9,12.57,24.24,65.27,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-27T00:00:00+00:00,15.71,8.83,20.93,61.97,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-28T00:00:00+00:00,15.97,9.47,21.1,53.32,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-29T00:00:00+00:00,14.41,8.92,21.59,58.67,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-30T00:00:00+00:00,14.66,9.52,20.95,66.5,Illustrative City,HeatSafe synthetic generator,synthetic
1995-03-31T00:00:00+00:00,17.04,10.06,25.02,76.27,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-01T00:00:00+00:00,16.62,10.18,22.14,73.01,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-02T00:00:00+00:00,15.5,10.33,21.2,80.56,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-03T00:00:00+00:00,14.87,8.98,20.83,58.42,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-04T00:00:00+00:00,20.19,15.16,27.96,61.4,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-05T00:00:00+00:00,18.21,11.69,25.83,75.12,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-06T00:00:00+00:00,18.06,12.2,25.57,61.83,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-07T00:00:00+00:00,16.82,11.67,24.69,61.05,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-08T00:00:00+00:00,15.86,9.74,22.98,58.08,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-09T00:00:00+00:00,18.25,12.93,25.74,58.63,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-10T00:00:00+00:00,17.55,12.42,23.68,69.38,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-11T00:00:00+00:00,17.89,12.36,24.0,65.07,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-12T00:00:00+00:00,17.41,10.42,24.59,53.19,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-13T00:00:00+00:00,17.41,11.34,24.13,56.9,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-14T00:00:00+00:00,19.66,13.64,27.19,64.86,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-15T00:00:00+00:00,18.05,12.07,24.16,42.24,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-16T00:00:00+00:00,18.14,11.93,25.69,73.49,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-17T00:00:00+00:00,16.2,11.09,24.09,62.81,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-18T00:00:00+00:00,20.67,14.74,27.51,68.41,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-19T00:00:00+00:00,17.5,11.73,23.23,59.89,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-20T00:00:00+00:00,22.24,15.86,29.04,71.21,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-21T00:00:00+00:00,18.62,13.55,25.27,73.05,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-22T00:00:00+00:00,21.36,16.25,28.78,53.83,Illustrative City,HeatSafe synthetic generator,synthetic
1995-04-23T00:00:00+00:00,20.57,13.97,28.56,59.77,Illustrative City,HeatSafe synthetic generator,synthetic
