timestamp_utc,city,country,temperature_c,relative_humidity_pct,pm25_ug_m3,wind_speed_kmh,measurement_type,source_name
2025-06-25T05:00:00+00:00,Ankara,Türkiye,25.3,67.57,39.02,14.57,synthetic,HeatSafe synthetic generator
2025-06-25T06:00:00+00:00,Ankara,Türkiye,25.98,71.2,37.34,17.04,synthetic,HeatSafe synthetic generator
2025-06-25T07:00:00+00:00,Ankara,Türkiye,27.57,63.62,31.38,14.12,synthetic,HeatSafe synthetic generator
2025-06-25T08:00:00+00:00,Ankara,Türkiye,27.28,67.39,32.95,9.27,synthetic,HeatSafe synthetic generator
2025-06-25T09:00:00+00:00,Ankara,Türkiye,29.08,56.16,30.87,9.56,synthetic,HeatSafe synthetic generator
2025-06-25T10:00:00+00:00,Ankara,Türkiye,31.42,64.37,34.72,10.93,synthetic,HeatSafe synthetic generator
2025-06-25T11:00:00+00:00,Ankara,Türkiye,32.4,51.02,33.73,8.1,synthetic,HeatSafe synthetic generator
2025-06-25T12:00:00+00:00,Ankara,Türkiye,32.26,62.88,37.89,11.01,synthetic,HeatSafe synthetic generator
2025-06-25T13:00:00+00:00,Ankara,Türkiye,33.43,53.34,32.08,11.66,synthetic,HeatSafe synthetic generator
2025-06-25T14:00:00+00:00,Ankara,Türkiye,33.75,54.99,27.32,11.15,synthetic,HeatSafe synthetic generator
2025-06-25T15:00:00+00:00,Ankara,Türkiye,32.46,54.63,35.94,5.7,synthetic,HeatSafe synthetic generator
2025-06-25T16:00:00+00:00,Ankara,Türkiye,33.3,63.06,33.9,8.61,synthetic,HeatSafe synthetic generator
2025-06-25T17:00:00+00:00,Ankara,Türkiye,31.52,67.75,30.9,6.87,synthetic,HeatSafe synthetic generator
2025-06-25T18:00:00+00:00,Ankara,Türkiye,29.94,68.94,43.75,7.1,synthetic,HeatSafe synthetic generator
2025-06-25T19:00:00+00:00,Ankara,Türkiye,29.39,65.8,29.77,2.68,synthetic,HeatSafe synthetic generator
2025-06-25T20:00:00+00:00,Ankara,Türkiye,28.14,66.45,32.12,5.68,synthetic,HeatSafe synthetic generator
2025-06-25T21:00:00+00:00,Ankara,Türkiye,28.05,60.75,34.7,7.31,synthetic,HeatSafe synthetic generator
2025-06-25T22:00:00+00:00,Ankara,Türkiye,25.16,66.89,28.1,8.65,synthetic,HeatSafe synthetic generator
2025-06-25T23:00:00+00:00,Ankara,Türkiye,25.56,69.15,33.34,7.28,synthetic,HeatSafe synthetic generator
2025-06-26T00:00:00+00:00,Ankara,Türkiye,23.89,78.48,29.29,7.82,synthetic,HeatSafe synthetic generator
2025-06-26T01:00:00+00:00,Ankara,Türkiye,22.69,73.51,30.01,11.33,synthetic,HeatSafe synthetic generator
2025-06-26T02:00:00+00:00,Ankara,Türkiye,22.51,71.2,35.29,6.52,synthetic,HeatSafe synthetic generator
2025-06-26T03:00:00+00:00,Ankara,Türkiye,22.66,71.05,31.53,11.81,synthetic,HeatSafe synthetic generator
2025-06-26T04:00:00+00:00,Ankara,Türkiye,22.97,81.36,32.72,12.75,synthetic,HeatSafe synthetic generator
2025-06-26T05:00:00+00:00,Ankara,Türkiye,25.27,62.97,28.97,14.04,synthetic,HeatSafe synthetic generator
2025-06-26T06:00:00+00:00,Ankara,Türkiye,25.76,71.62,28.34,14.12,synthetic,HeatSafe synthetic generator
2025-06-26T07:00:00+00:00,Ankara,Türkiye,28.03,62.73,29.72,15.68,synthetic,HeatSafe synthetic generator
2025-06-26T08:00:00+00:00,Ankara,Türkiye,28.02,74.86,30.21,13.13,synthetic,HeatSafe synthetic generator
2025-06-26T09:00:00+00:00,Ankara,Türkiye,29.69,65.12,27.47,15.36,synthetic,HeatSafe synthetic generator
2025-06-26T10:00:00+00:00,Ankara,Türkiye,30.42,60.22,35.04,12.75,synthetic,HeatSafe synthetic generator
2025-06-26T11:00:00+00:00,Ankara,Türkiye,32.12,63.68,34.71,12.84,synthetic,HeatSafe synthetic generator
2025-06-26T12:00:00+00:00,Ankara,Türkiye,32.37,56.66,25.82,15.28,synthetic,HeatSafe synthetic generator
2025-06-26T13:00:00+00:00,Ankara,Türkiye,33.23,56.5,30.77,5.59,synthetic,HeatSafe synthetic generator
2025-06-26T14:00:00+00:00,Ankara,Türkiye,33.53,53.71,24.93,8.21,synthetic,HeatSafe synthetic generator
2025-06-26T15:00:00+00:00,Ankara,Türkiye,33.14,61.99,34.06,6.76,synthetic,HeatSafe synthetic generator
2025-06-26T16:00:00+00:00,Ankara,Türkiye,33.51,57.28,28.73,6.44,synthetic,HeatSafe synthetic generator
2025-06-26T17:00:00+00:00,Ankara,Türkiye,33.3,57.93,26.42,6.34,synthetic,HeatSafe synthetic generator
2025-06-26T18:00:00+00:00,Ankara,Türkiye,31.61,61.7,23.27,2.6,synthetic,HeatSafe synthetic generator
2025-06-26T19:00:00+00:00,Ankara,Türkiye,30.21,59.83,29.4,7.01,synthetic,HeatSafe synthetic generator
2025-06-26T20:00:00+00:00,Ankara,Türkiye,28.37,70.24,22.16,6.19,synthetic,HeatSafe synthetic generator
2025-06-26T21:00:00+00:00,Ankara,Türkiye,27.13,76.56,28.29,8.78,synthetic,HeatSafe synthetic generator
2025-06-26T22:00:00+00:00,Ankara,Türkiye,25.87,63.77,28.07,4.53,synthetic,HeatSafe synthetic generator
2025-06-26T23:00:00+00:00,Ankara,Türkiye,24.54,77.77,24.7,6.28,synthetic,HeatSafe synthetic generator
2025-06-27T00:00:00+00:00,Ankara,Türkiye,23.63,67.81,28.45,10.21,synthetic,HeatSafe synthetic generator
2025-06-27T01:00:00+00:00,Ankara,Türkiye,23.02,73.38,29.87,13.72,synthetic,HeatSafe synthetic generator
2025-06-27T02:00:00+00:00,Ankara,Türkiye,23.9,71.58,30.1,12.38,synthetic,HeatSafe synthetic generator
2025-06-27T03:00:00+00:00,Ankara,Türkiye,23.25,73.65,28.96,15.9,synthetic,HeatSafe synthetic generator
2025-06-27T04:00:00+00:00,Ankara,Türkiye,24.39,65.51,26.03,12.13,synthetic,HeatSafe synthetic generator
2025-06-27T05:00:00+00:00,Ankara,Türkiye,23.31,77.81,35.1,14.01,synthetic,HeatSafe synthetic generator
2025-06-27T06:00:00+00:00,Ankara,Türkiye,25.3,73.58,23.99,14.78,synthetic,HeatSafe synthetic generator
2025-06-27T07:00:00+00:00,Ankara,Türkiye,27.35,75.11,29.35,12.5,synthetic,HeatSafe synthetic generator
2025-06-27T08:00:00+00:00,Ankara,Türkiye,29.93,67.97,34.54,12.89,synthetic,HeatSafe synthetic generator
2025-06-27T09:00:00+00:00,Ankara,Türkiye,29.05,62.66,30.75,18.41,synthetic,HeatSafe synthetic generator
2025-06-27T10:00:00+00:00,Ankara,Türkiye,30.54,65.92,26.16,14.75,synthetic,HeatSafe synthetic generator
2025-06-27T11:00:00+00:00,Ankara,Türkiye,33.16,62.88,29.69,12.65,synthetic,HeatSafe synthetic generator
2025-06-27T12:00:00+00:00,Ankara,Türkiye,30.48,67.5,39.68,10.79,synthetic,HeatSafe synthetic generator
2025-06-27T13:00:00+00:00,Ankara,Türkiye,32.53,57.96,27.56,13.45,synthetic,HeatSafe synthetic generator
2025-06-27T14:00:00+00:00,Ankara,Türkiye,34.32,64.79,29.52,7.27,synthetic,HeatSafe synthetic generator
2025-06-27T15:00:00+00:00,Ankara,Türkiye,33.89,75.23,28.88,6.63,synthetic,HeatSafe synthetic generator
2025-06-27T16:00:00+00:00,Ankara,Türkiye,33.63,67.89,28.99,4.52,synthetic,HeatSafe synthetic generator
2025-06-27T17:00:00+00:00,Ankara,Türkiye,30.93,66.12,24.32,7.47,synthetic,HeatSafe synthetic generator
2025-06-27T18:00:00+00:00,Ankara,Türkiye,30.65,67.19,35.94,8.56,synthetic,HeatSafe synthetic generator
2025-06-27T19:00:00+00:00,Ankara,Türkiye,31.03,62.29,26.22,8.39,synthetic,HeatSafe synthetic generator
2025-06-27T20:00:00+00:00,Ankara,Türkiye,27.13,72.2,26.39,6.61,synthetic,HeatSafe synthetic generator
2025-06-27T21:00:00+00:00,Ankara,Türkiye,27.42,62.77,30.83,6.6,synthetic,HeatSafe synthetic generator
2025-06-27T22:00:00+00:00,Ankara,Türkiye,25.52,75.11,29.57,9.93,synthetic,HeatSafe synthetic generator
2025-06-27T23:00:00+00:00,Ankara,Türkiye,25.5,80.04,28.86,10.91,synthetic,HeatSafe synthetic generator
2025-06-28T00:00:00+00:00,Ankara,Türkiye,24.66,70.58,27.32,7.9,synthetic,HeatSafe synthetic generator
2025-06-28T01:00:00+00:00,Ankara,Türkiye,24.04,77.35,38.2,11.02,synthetic,HeatSafe synthetic generator
2025-06-28T02:00:00+00:00,Ankara,Türkiye,22.93,60.25,27.29,13.35,synthetic,HeatSafe synthetic generator
2025-06-28T03:00:00+00:00,Ankara,Türkiye,22.5,69.64,34.4,13.87,synthetic,HeatSafe synthetic generator
2025-06-28T04:00:00+00:00,Ankara,Türkiye,23.77,61.05,26.31,11.38,synthetic,HeatSafe synthetic generator
2025-06-28T05:00:00+00:00,Ankara,Türkiye,25.68,63.04,31.88,15.49,synthetic,HeatSafe synthetic generator
2025-06-28T06:00:00+00:00,Ankara,Türkiye,26.09,66.92,39.32,12.26,synthetic,HeatSafe synthetic generator
2025-06-28T07:00:00+00:00,Ankara,Türkiye,26.69,71.35,34.42,13.03,synthetic,HeatSafe synthetic generator
2025-06-28T08:00:00+00:00,Ankara,Türkiye,27.75,66.91,21.7,9.81,synthetic,HeatSafe synthetic generator
2025-06-28T09:00:00+00:00,Ankara,Türkiye,30.3,51.53,25.75,12.83,synthetic,HeatSafe synthetic generator
2025-06-28T10:00:00+00:00,Ankara,Türkiye,30.36,60.15,32.1,11.43,synthetic,HeatSafe synthetic generator
2025-06-28T11:00:00+00:00,Ankara,Türkiye,30.01,64.6,32.37,11.06,synthetic,HeatSafe synthetic generator
2025-06-28T12:00:00+00:00,Ankara,Türkiye,32.11,51.59,36.26,9.89,synthetic,HeatSafe synthetic generator
2025-06-28T13:00:00+00:00,Ankara,Türkiye,34.09,62.2,30.75,12.13,synthetic,HeatSafe synthetic generator
2025-06-28T14:00:00+00:00,Ankara,Türkiye,34.52,65.72,29.26,6.03,synthetic,HeatSafe synthetic generator
2025-06-28T15:00:00+00:00,Ankara,Türkiye,34.24,60.82,30.72,5.53,synthetic,HeatSafe synthetic generator
2025-06-28T16:00:00+00:00,Ankara,Türkiye,31.62,66.13,33.21,4.65,synthetic,HeatSafe synthetic generator
2025-06-28T17:00:00+00:00,Ankara,Türkiye,31.78,55.73,27.89,4.43,synthetic,HeatSafe synthetic generator
2025-06-28T18:00:00+00:00,Ankara,Türkiye,31.22,64.85,32.29,9.72,synthetic,HeatSafe synthetic generator
2025-06-28T19:00:00+00:00,Ankara,Türkiye,29.65,61.95,34.38,7.94,synthetic,HeatSafe synthetic generator
2025-06-28T20:00:00+00:00,Ankara,Türkiye,27.35,75.34,36.72,5.22,synthetic,HeatSafe synthetic generator
2025-06-28T21:00:00+00:00,Ankara,Türkiye,27.89,71.72,42.92,9.09,synthetic,HeatSafe synthetic generator
2025-06-28T22:00:00+00:00,Ankara,Türkiye,25.09,69.32,34.67,9.67,synthetic,HeatSafe synthetic generator
2025-06-28T23:00:00+00:00,Ankara,Türkiye,23.28,73.41,34.51,6.5,synthetic,HeatSafe synthetic generator
2025-06-29T00:00:00+00:00,Ankara,Türkiye,22.66,66.67,36.64,11.32,synthetic,HeatSafe synthetic generator
2025-06-29T01:00:00+00:00,Ankara,Türkiye,23.39,76.76,35.26,12.3,synthetic,HeatSafe synthetic generator
2025-06-29T02:00:00+00:00,Ankara,Türkiye,23.52,71.24,33.23,10.31,synthetic,HeatSafe synthetic generator
2025-06-29T03:00:00+00:00,Ankara,Türkiye,22.63,73.57,36.82,9.75,synthetic,HeatSafe synthetic generator
2025-06-29T04:00:00+00:00,Ankara,Türkiye,24.17,74.71,33.32,15.36,synthetic,HeatSafe synthetic generator
2025-06-29T05:00:00+00:00,Ankara,Türkiye,25.13,71.02,35.14,16.37,synthetic,HeatSafe synthetic generator
2025-06-29T06:00:00+00:00,Ankara,Türkiye,25.59,77.1,38.23,7.34,synthetic,HeatSafe synthetic generator
2025-06-29T07:00:00+00:00,Ankara,Türkiye,25.99,71.49,39.19,15.48,synthetic,HeatSafe synthetic generator
2025-06-29T08:00:00+00:00,Ankara,Türkiye,29.13,74.12,36.78,15.25,synthetic,HeatSafe synthetic generator
2025-06-29T09:00:00+00:00,Ankara,Türkiye,30.21,60.07,37.38,14.96,synthetic,HeatSafe synthetic generator
2025-06-29T10:00:00+00:00,Ankara,Türkiye,31.62,72.39,47.95,12.43,synthetic,HeatSafe synthetic generator
2025-06-29T11:00:00+00:00,Ankara,Türkiye,31.54,65.18,37.21,12.63,synthetic,HeatSafe synthetic generator
2025-06-29T12:00:00+00:00,Ankara,Türkiye,32.99,51.91,31.37,8.48,synthetic,HeatSafe synthetic generator
2025-06-29T13:00:00+00:00,Ankara,Türkiye,31.55,62.76,42.86,6.84,synthetic,HeatSafe synthetic generator
2025-06-29T14:00:00+00:00,Ankara,Türkiye,34.23,52.55,31.29,7.78,synthetic,HeatSafe synthetic generator
2025-06-29T15:00:00+00:00,Ankara,Türkiye,33.6,67.03,36.48,7.71,synthetic,HeatSafe synthetic generator
2025-06-29T16:00:00+00:00,Ankara,Türkiye,32.59,62.23,32.26,5.72,synthetic,HeatSafe synthetic generator
2025-06-29T17:00:00+00:00,Ankara,Türkiye,31.81,51.45,35.76,6.01,synthetic,HeatSafe synthetic generator
2025-06-29T18:00:00+00:00,Ankara,Türkiye,30.27,61.34,36.83,9.28,synthetic,HeatSafe synthetic generator
2025-06-29T19:00:00+00:00,Ankara,Türkiye,29.13,57.65,36.51,9.19,synthetic,HeatSafe synthetic generator
2025-06-29T20:00:00+00:00,Ankara,Türkiye,27.99,66.39,34.76,4.93,synthetic,HeatSafe synthetic generator
2025-06-29T21:00:00+00:00,Ankara,Türkiye,27.3,69.38,40.29,6.54,synthetic,HeatSafe synthetic generator
2025-06-29T22:00:00+00:00,Ankara,Türkiye,26.4,65.64,41.48,8.54,synthetic,HeatSafe synthetic generator
2025-06-29T23:00:00+00:00,Ankara,Türkiye,23.62,67.03,34.47,9.52,synthetic,HeatSafe synthetic generator
2025-06-30T00:00:00+00:00,Ankara,Türkiye,23.83,67.11,37.7,9.01,synthetic,HeatSafe synthetic generator
2025-06-30T01:00:00+00:00,Ankara,Türkiye,23.42,73.42,42.81,13.4,synthetic,HeatSafe synthetic generator
2025-06-30T02:00:00+00:00,Ankara,Türkiye,23.19,77.88,37.64,10.89,synthetic,HeatSafe synthetic generator
2025-06-30T03:00:00+00:00,Ankara,Türkiye,23.41,70.16,45.87,10.56,synthetic,HeatSafe synthetic generator
2025-06-30T04:00:00+00:00,Ankara,Türkiye,30.17,79.92,39.85,12.01,synthetic,HeatSafe synthetic generator
2025-06-30T05:00:00+00:00,Ankara,Türkiye,31.84,70.44,37.17,12.48,synthetic,HeatSafe synthetic generator
2025-06-30T06:00:00+00:00,Ankara,Türkiye,32.0,74.45,32.22,13.56,synthetic,HeatSafe synthetic generator
2025-06-30T07:00:00+00:00,Ankara,Türkiye,32.33,77.18,42.81,15.47,synthetic,HeatSafe synthetic generator
2025-06-30T08:00:00+00:00,Ankara,Türkiye,33.53,64.39,29.45,15.49,synthetic,HeatSafe synthetic generator
2025-06-30T09:00:00+00:00,Ankara,Türkiye,36.38,62.45,34.71,17.74,synthetic,HeatSafe synthetic generator
2025-06-30T10:00:00+00:00,Ankara,Türkiye,36.29,63.43,43.49,12.85,synthetic,HeatSafe synthetic generator
2025-06-30T11:00:00+00:00,Ankara,Türkiye,37.22,72.31,36.53,12.03,synthetic,HeatSafe synthetic generator
2025-06-30T12:00:00+00:00,Ankara,Türkiye,38.16,59.83,40.03,6.66,synthetic,HeatSafe synthetic generator
2025-06-30T13:00:00+00:00,Ankara,Türkiye,39.38,65.72,38.23,11.19,synthetic,HeatSafe synthetic generator
2025-06-30T14:00:00+00:00,Ankara,Türkiye,39.88,62.3,35.49,6.35,synthetic,HeatSafe synthetic generator
2025-06-30T15:00:00+00:00,Ankara,Türkiye,39.42,62.38,40.28,3.68,synthetic,HeatSafe synthetic generator
2025-06-30T16:00:00+00:00,Ankara,Türkiye,39.29,55.1,43.28,10.72,synthetic,HeatSafe synthetic generator
2025-06-30T17:00:00+00:00,Ankara,Türkiye,38.96,60.73,40.86,2.76,synthetic,HeatSafe synthetic generator
2025-06-30T18:00:00+00:00,Ankara,Türkiye,36.5,74.41,34.85,6.69,synthetic,HeatSafe synthetic generator
2025-06-30T19:00:00+00:00,Ankara,Türkiye,35.32,67.03,38.88,7.75,synthetic,HeatSafe synthetic generator
2025-06-30T20:00:00+00:00,Ankara,Türkiye,34.09,60.54,35.55,7.44,synthetic,HeatSafe synthetic generator
2025-06-30T21:00:00+00:00,Ankara,Türkiye,31.59,71.83,33.25,10.16,synthetic,HeatSafe synthetic generator
2025-06-30T22:00:00+00:00,Ankara,Türkiye,30.63,76.32,49.76,7.47,synthetic,HeatSafe synthetic generator
2025-06-30T23:00:00+00:00,Ankara,Türkiye,31.67,71.37,43.37,12.03,synthetic,HeatSafe synthetic generator
2025-07-01T00:00:00+00:00,Ankara,Türkiye,29.38,76.05,39.77,13.18,synthetic,HeatSafe synthetic generator
2025-07-01T01:00:00+00:00,Ankara,Türkiye,28.6,77.72,44.1,12.36,synthetic,HeatSafe synthetic generator
2025-07-01T02:00:00+00:00,Ankara,Türkiye,27.31,72.06,44.09,12.93,synthetic,HeatSafe synthetic generator
2025-07-01T03:00:00+00:00,Ankara,Türkiye,28.64,77.11,42.13,10.61,synthetic,HeatSafe synthetic generator
2025-07-01T04:00:00+00:00,Ankara,Türkiye,29.82,71.13,38.08,10.89,synthetic,HeatSafe synthetic generator
2025-07-01T05:00:00+00:00,Ankara,Türkiye,31.18,67.28,39.29,16.55,synthetic,HeatSafe synthetic generator
2025-07-01T06:00:00+00:00,Ankara,Türkiye,31.21,70.76,39.04,12.76,synthetic,HeatSafe synthetic generator
2025-07-01T07:00:00+00:00,Ankara,Türkiye,31.48,75.91,43.93,14.55,synthetic,HeatSafe synthetic generator
2025-07-01T08:00:00+00:00,Ankara,Türkiye,34.06,61.57,39.24,11.42,synthetic,HeatSafe synthetic generator
2025-07-01T09:00:00+00:00,Ankara,Türkiye,35.67,66.71,38.95,14.1,synthetic,HeatSafe synthetic generator
2025-07-01T10:00:00+00:00,Ankara,Türkiye,37.16,64.85,33.08,10.5,synthetic,HeatSafe synthetic generator
2025-07-01T11:00:00+00:00,Ankara,Türkiye,37.66,67.73,39.54,11.44,synthetic,HeatSafe synthetic generator
2025-07-01T12:00:00+00:00,Ankara,Türkiye,38.59,58.74,38.79,6.93,synthetic,HeatSafe synthetic generator
2025-07-01T13:00:00+00:00,Ankara,Türkiye,38.45,68.99,43.39,7.74,synthetic,HeatSafe synthetic generator
2025-07-01T14:00:00+00:00,Ankara,Türkiye,39.62,57.64,32.45,8.44,synthetic,HeatSafe synthetic generator
2025-07-01T15:00:00+00:00,Ankara,Türkiye,38.45,66.5,37.99,5.7,synthetic,HeatSafe synthetic generator
2025-07-01T16:00:00+00:00,Ankara,Türkiye,38.53,59.51,39.97,7.94,synthetic,HeatSafe synthetic generator
2025-07-01T17:00:00+00:00,Ankara,Türkiye,36.96,65.09,42.87,6.87,synthetic,HeatSafe synthetic generator
2025-07-01T18:00:00+00:00,Ankara,Türkiye,37.43,59.76,40.95,6.22,synthetic,HeatSafe synthetic generator
2025-07-01T19:00:00+00:00,Ankara,Türkiye,36.29,65.57,40.07,2.76,synthetic,HeatSafe synthetic generator
2025-07-01T20:00:00+00:00,Ankara,Türkiye,32.96,66.33,33.64,4.1,synthetic,HeatSafe synthetic generator
2025-07-01T21:00:00+00:00,Ankara,Türkiye,30.67,62.22,37.69,4.75,synthetic,HeatSafe synthetic generator
2025-07-01T22:00:00+00:00,Ankara,Türkiye,31.86,59.89,43.68,10.37,synthetic,HeatSafe synthetic generator
2025-07-01T23:00:00+00:00,Ankara,Türkiye,28.37,60.38,35.98,5.55,synthetic,HeatSafe synthetic generator
2025-07-02T00:00:00+00:00,Ankara,Türkiye,28.9,73.1,31.01,11.24,synthetic,HeatSafe synthetic generator
2025-07-02T01:00:00+00:00,Ankara,Türkiye,28.88,64.8,41.78,12.32,synthetic,HeatSafe synthetic generator
2025-07-02T02:00:00+00:00,Ankara,Türkiye,28.25,77.41,36.93,8.53,synthetic,HeatSafe synthetic generator
2025-07-02T03:00:00+00:00,Ankara,Türkiye,28.8,72.46,37.69,12.73,synthetic,HeatSafe synthetic generator
2025-07-02T04:00:00+00:00,Ankara,Türkiye,29.54,70.54,38.06,15.55,synthetic,HeatSafe synthetic generator
2025-07-02T05:00:00+00:00,Ankara,Türkiye,30.25,73.96,36.42,12.28,synthetic,HeatSafe synthetic generator
2025-07-02T06:00:00+00:00,Ankara,Türkiye,30.22,71.06,37.75,11.41,synthetic,HeatSafe synthetic generator
2025-07-02T07:00:00+00:00,Ankara,Türkiye,31.6,75.77,39.6,13.01,synthetic,HeatSafe synthetic generator
2025-07-02T08:00:00+00:00,Ankara,Türkiye,34.03,62.64,34.94,13.88,synthetic,HeatSafe synthetic generator
2025-07-02T09:00:00+00:00,Ankara,Türkiye,34.05,58.62,34.24,10.38,synthetic,HeatSafe synthetic generator
2025-07-02T10:00:00+00:00,Ankara,Türkiye,37.22,61.63,32.7,13.33,synthetic,HeatSafe synthetic generator
2025-07-02T11:00:00+00:00,Ankara,Türkiye,37.78,65.69,31.82,11.76,synthetic,HeatSafe synthetic generator
2025-07-02T12:00:00+00:00,Ankara,Türkiye,38.95,59.23,31.47,10.86,synthetic,HeatSafe synthetic generator
2025-07-02T13:00:00+00:00,Ankara,Türkiye,39.64,56.78,33.93,7.29,synthetic,HeatSafe synthetic generator
2025-07-02T14:00:00+00:00,Ankara,Türkiye,37.88,62.61,32.96,6.05,synthetic,HeatSafe synthetic generator
2025-07-02T15:00:00+00:00,Ankara,Türkiye,38.17,61.63,33.81,9.05,synthetic,HeatSafe synthetic generator
2025-07-02T16:00:00+00:00,Ankara,Türkiye,38.55,58.57,35.76,10.48,synthetic,HeatSafe synthetic generator
2025-07-02T17:00:00+00:00,Ankara,Türkiye,37.51,59.07,31.74,5.12,synthetic,HeatSafe synthetic generator
2025-07-02T18:00:00+00:00,Ankara,Türkiye,35.41,63.35,32.49,4.25,synthetic,HeatSafe synthetic generator
2025-07-02T19:00:00+00:00,Ankara,Türkiye,36.08,77.91,37.09,4.34,synthetic,HeatSafe synthetic generator
2025-07-02T20:00:00+00:00,Ankara,Türkiye,33.87,68.44,32.88,6.6,synthetic,HeatSafe synthetic generator
2025-07-02T21:00:00+00:00,Ankara,Türkiye,32.8,62.84,34.07,5.71,synthetic,HeatSafe synthetic generator
2025-07-02T22:00:00+00:00,Ankara,Türkiye,32.71,65.94,25.19,9.56,synthetic,HeatSafe synthetic generator
2025-07-02T23:00:00+00:00,Ankara,Türkiye,29.18,89.56,42.95,10.42,synthetic,HeatSafe synthetic generator
2025-07-03T00:00:00+00:00,Ankara,Türkiye,28.67,75.01,37.21,9.52,synthetic,HeatSafe synthetic generator
2025-07-03T01:00:00+00:00,Ankara,Türkiye,28.41,68.5,34.24,12.21,synthetic,HeatSafe synthetic generator
2025-07-03T02:00:00+00:00,Ankara,Türkiye,28.27,71.21,36.24,14.56,synthetic,HeatSafe synthetic generator
2025-07-03T03:00:00+00:00,Ankara,Türkiye,28.85,70.26,34.97,9.03,synthetic,HeatSafe synthetic generator
2025-07-03T04:00:00+00:00,Ankara,Türkiye,28.93,67.32,29.44,14.06,synthetic,HeatSafe synthetic generator
2025-07-03T05:00:00+00:00,Ankara,Türkiye,31.04,80.78,41.06,13.15,synthetic,HeatSafe synthetic generator
2025-07-03T06:00:00+00:00,Ankara,Türkiye,31.42,66.18,32.2,13.34,synthetic,HeatSafe synthetic generator
2025-07-03T07:00:00+00:00,Ankara,Türkiye,32.97,72.61,30.31,16.49,synthetic,HeatSafe synthetic generator
2025-07-03T08:00:00+00:00,Ankara,Türkiye,34.35,63.88,26.87,16.62,synthetic,HeatSafe synthetic generator
2025-07-03T09:00:00+00:00,Ankara,Türkiye,34.34,73.52,40.06,13.69,synthetic,HeatSafe synthetic generator
2025-07-03T10:00:00+00:00,Ankara,Türkiye,36.62,62.08,25.25,13.89,synthetic,HeatSafe synthetic generator
2025-07-03T11:00:00+00:00,Ankara,Türkiye,37.02,61.12,37.23,11.44,synthetic,HeatSafe synthetic generator
2025-07-03T12:00:00+00:00,Ankara,Türkiye,40.3,68.75,33.95,11.48,synthetic,HeatSafe synthetic generator
2025-07-03T13:00:00+00:00,Ankara,Türkiye,40.38,58.95,25.82,8.72,synthetic,HeatSafe synthetic generator
2025-07-03T14:00:00+00:00,Ankara,Türkiye,38.08,55.46,25.21,10.09,synthetic,HeatSafe synthetic generator
2025-07-03T15:00:00+00:00,Ankara,Türkiye,39.15,58.47,25.42,5.58,synthetic,HeatSafe synthetic generator
2025-07-03T16:00:00+00:00,Ankara,Türkiye,37.32,55.4,20.07,7.0,synthetic,HeatSafe synthetic generator
2025-07-03T17:00:00+00:00,Ankara,Türkiye,37.76,58.94,27.83,7.17,synthetic,HeatSafe synthetic generator
2025-07-03T18:00:00+00:00,Ankara,Türkiye,36.9,61.61,29.55,6.44,synthetic,HeatSafe synthetic generator
2025-07-03T19:00:00+00:00,Ankara,Türkiye,33.73,70.32,32.34,7.02,synthetic,HeatSafe synthetic generator
2025-07-03T20:00:00+00:00,Ankara,Türkiye,34.22,72.73,25.47,11.29,synthetic,HeatSafe synthetic generator
2025-07-03T21:00:00+00:00,Ankara,Türkiye,31.93,62.34,20.58,5.24,synthetic,HeatSafe synthetic generator
2025-07-03T22:00:00+00:00,Ankara,Türkiye,25.17,66.47,23.69,9.38,synthetic,HeatSafe synthetic generator
2025-07-03T23:00:00+00:00,Ankara,Türkiye,22.42,64.83,36.91,9.89,synthetic,HeatSafe synthetic generator
2025-07-04T00:00:00+00:00,Ankara,Türkiye,23.04,72.44,31.08,11.2,synthetic,HeatSafe synthetic generator
2025-07-04T01:00:00+00:00,Ankara,Türkiye,22.83,73.06,31.03,9.89,synthetic,HeatSafe synthetic generator
2025-07-04T02:00:00+00:00,Ankara,Türkiye,22.06,78.09,27.94,12.19,synthetic,HeatSafe synthetic generator
2025-07-04T03:00:00+00:00,Ankara,Türkiye,21.67,65.36,24.5,11.81,synthetic,HeatSafe synthetic generator
2025-07-04T04:00:00+00:00,Ankara,Türkiye,23.45,78.2,29.65,13.18,synthetic,HeatSafe synthetic generator
2025-07-04T05:00:00+00:00,Ankara,Türkiye,23.77,78.82,34.93,13.03,synthetic,HeatSafe synthetic generator
2025-07-04T06:00:00+00:00,Ankara,Türkiye,25.57,66.72,30.3,11.83,synthetic,HeatSafe synthetic generator
2025-07-04T07:00:00+00:00,Ankara,Türkiye,25.22,65.38,26.55,12.27,synthetic,HeatSafe synthetic generator
2025-07-04T08:00:00+00:00,Ankara,Türkiye,27.4,65.78,24.66,15.61,synthetic,HeatSafe synthetic generator
2025-07-04T09:00:00+00:00,Ankara,Türkiye,29.43,63.81,28.62,15.02,synthetic,HeatSafe synthetic generator
2025-07-04T10:00:00+00:00,Ankara,Türkiye,31.04,66.94,26.5,15.9,synthetic,HeatSafe synthetic generator
2025-07-04T11:00:00+00:00,Ankara,Türkiye,31.04,66.6,30.41,10.95,synthetic,HeatSafe synthetic generator
2025-07-04T12:00:00+00:00,Ankara,Türkiye,32.8,56.2,18.58,12.86,synthetic,HeatSafe synthetic generator
